log_density,log_band_gap,log_eps_xx,log_eps_yy,log_eps_zz,refractive_index
0.9240945803218571,0.8904552009927044,-0.5652883661595918,2.6961463046529337,3.0302429999574967,3.322822249943984
-0.22784718381064187,1.2382696317093258,0.7557181676866623,0.456615964506369,0.8266449772445295,2.800884415404686
1.1979837152259676,2.1331190739455157,1.5583945833525583,2.846346868039779,1.7541979097655374,1.8498474078117275
2.7859781043069844,2.0830036414748427,1.6138034207869485,3.494580032691637,0.9081164108346538,1.0730047117800692
-0.40180368236762043,-2.0830685472626733,0.9539377250841306,2.23793997468374,0.9502072335436745,2.551955149039956
-0.401773898176363,-1.3294412550135961,2.3783128864263214,4.189661657469152,1.1400982665528032,2.2169078226603784
2.8879020303753724,1.1598830569493082,0.13408749303051337,0.6545089782308047,1.9451327497362403,2.768515788251721
1.4152204382364297,1.157742484029229,1.3624138034782343,0.02650367319900848,0.8831560232185,2.4826324998304337
-0.8287096647786042,1.1599043357748835,1.7111345977206835,-0.6857931352734403,3.511276933682256,2.9382279619401728
1.0072655851315895,6.878676745669145,2.23438907373283,3.681843691546273,0.253047114085704,1.195816175752928
-0.8177219569054079,1.255585179772012,2.496154967415161,2.5592754510757043,1.3254079046723957,3.2327089569689242
-0.8219163659134187,2.223097005445493,0.05838698638288231,1.6123966335644289,0.942275419912062,2.0015391368569215
0.4619382192750775,1.9120062762156913,-0.4852177156885711,2.0599326048733535,3.801016067337832,4.065953604068749
-3.4479800620765766,1.393514786462663,3.2476443855628965,0.18543794102073896,1.9063754663928374,1.0265513602021814
-3.1062636968785244,-0.26275695705867486,1.992604798935235,4.948492975649003,3.172006186528198,3.692909865648898
-0.9970859857866632,1.5778383947386152,0.5577615203234032,1.8588769022950618,-0.6423647462693522,2.0018812656349714
-1.8144365206343895,-1.0467312967553883,3.6107030336883246,1.8324339449390488,2.013190204126726,1.0680777807328576
0.5930736620196063,-0.12833998712925393,1.7049998792509595,2.6545047384236273,2.956523977816877,1.2522727899551902
-1.6243015462893193,-0.5541957706720811,3.117038084251753,2.3280655761790685,1.7332324145396345,1.432076945527703
-2.539136936293697,0.4177067298803446,1.6410689972938743,1.9851311439521417,3.222971191388212,2.250639888731784
2.681880601924616,4.2433495194624635,4.287229635878321,0.6322554272596932,0.824760490336831,2.3591231560283283
-0.3866064711692757,-2.921939829878518,3.8817789724129317,2.315340668938361,3.7439984331423064,1.1535256544434664
0.14548986516029205,1.4532590697433756,1.2209147191442802,4.196635286263035,5.091845278631462,1.7575092561354702
-2.5617130123319485,-2.485796168128724,2.8412660282769764,3.4809522759486593,1.0587829023727418,4.139627889560858
-0.9646041083388501,-0.5311819871115001,2.408217853139293,3.811404869233387,0.9335305012537868,3.6836517118922023
0.22421348815311332,2.143227000184199,3.36839357583569,1.0047099671024786,3.8107233341727205,2.264006825697441
-2.065082985103198,0.38756104335226904,0.27042537296556746,0.3666701924567428,4.001922839998699,1.8260694937778768
0.7045539979021991,-1.569179104450563,2.4622176246972045,1.5187661073908298,0.8163184389787694,1.9162558762489994
-1.0666604782702451,-0.9481742084750204,2.9565705702405563,1.7608530571615337,0.9718888464545408,2.4588249694086506
-0.5061901552161486,1.4418436725631403,-0.783424563248734,3.1458823955879702,1.1815958179097088,0.6597661055751729
-1.0685978421324627,-0.9739829520259218,-0.01943068085934585,-0.5707518210219038,-0.4285551388913995,1.5013108230173293
3.3832816780141997,0.6483031211792736,-1.1557995156946048,3.7265315070019747,0.21661467855771344,-0.05025617378279201
-0.0015018563660607748,0.3555065333171466,1.1937755299626358,1.4757921684687512,0.08708205172877848,2.223216238269216
-1.8958549145607142,-0.8390251552990959,2.504024003079795,1.1171891778246028,0.44518917786167167,2.495852565083822
1.515198194885119,3.9508481022352493,3.5459241362278155,0.336661963407086,1.556001218649806,1.253041721600919
-2.1918010103630587,1.363577947944729,1.6497995243508243,-0.5205931306324918,1.9634378169421625,3.514822502296788
0.40189248446736225,-3.1924462463801335,3.7135416961707723,2.784414878589274,3.9578734829394784,0.43660519433022316
-3.5321379401224777,0.5968939317427792,-0.2807543614827912,1.7843173621700743,0.09585009670694511,0.17426377608522525
-2.3865354798118914,-0.8564780026051722,-0.7099339575890311,-0.033922353881678635,3.100000657197611,2.03106208635351
0.3801184877823036,1.7379793875715943,1.477689471000421,-0.040748190432291054,1.28431993380616,2.9355294320254615
1.3626680711059451,-1.0804775187621358,2.0613086884555765,1.2386867254909308,1.5336083529685456,3.635698214292617
0.33387062064189044,0.08083504544704284,1.5080284663866306,3.9125478033263548,2.6310419753500707,1.2797610308533742
-0.18681848999767978,1.142666879137761,-1.1932502899638453,1.3403077325054282,-0.09259221889644675,2.970253178340992
-0.5232611431988924,1.7608050014708725,1.43311968673669,-0.31824868329413203,2.1879828433042716,1.7419476266553056
-2.659266386644465,-1.7791585142804933,-0.180347300887306,1.358777545643696,1.8607640667526666,1.5944892652273606
-1.2829163438716515,-0.2957089642326435,2.4404733994256773,1.3227929586722849,2.3547177078086046,2.755835399227977
-0.8126805950760869,-0.5363452108497506,2.0381196748780046,-1.910375019494062,2.0467039618268874,2.5014894318752887
1.940755004361216,-0.8419874190226384,0.3036727170032538,1.6141168785044264,5.328825552170374,0.051105200733991385
0.6463567801586567,3.3023452981892056,0.86923655068311,1.3785280641071622,0.6422523731905361,3.407684016045122
-3.1754230448013714,0.9713177889451585,0.14524828928242361,2.615079468664491,0.8039893691046324,3.3016421515082914
0.6109187285306595,-1.8829689451284992,1.4682220081632125,4.152531117654414,0.6643734659442542,1.0965046650868655
-0.6756103111396458,1.8500844773690068,2.8194557969494856,3.189059771116774,0.7668970340050254,2.219456534924084
-1.2050493173913917,3.9135168255980703,0.24280838998997067,1.3279076346375824,0.6427870218944407,2.327452863475365
1.1326523426896262,2.0464452789678877,2.220592496345997,0.21072956146700483,3.4101531264103015,2.070886687967929
1.8933646823552701,-2.3258577141797145,0.8474766734839994,5.118686777252557,3.7609032239369977,1.1792473689057024
1.7124594174744052,-0.5522605333536721,0.4988354047304846,1.7655124559865405,0.7437611866760518,1.0458627800097222
-1.499476616062754,2.448143809486221,1.4093424015211493,1.7051091746972133,0.3473709095443194,1.756190476605547
-0.5379714493268949,-0.935093729776364,0.17707184311552604,1.6543550810281344,2.3228444118979557,3.0736554472988207
